4.00 36.9369
4.01 33.5794
4.02 40.7959
4.03 54.8678
4.04 64.2638
4.05 63.4462
4.06 75.984
4.07 56.4326
4.08 55.7189
4.09 50.8236
4.10 45.6394
4.11 33.2803
4.12 28.7772
4.13 34.2466
4.14 43.1569
4.15 35.6299
4.16 33.9336
4.17 32.7866
4.18 40.7501
4.19 36.7436
4.20 36.2563
4.21 28.2425
4.22 31.9408
4.23 35.1402
4.24 31.9582
4.25 27.5011
4.25999999999999 26.5786
4.26999999999999 18.817
4.27999999999999 19.6589
4.28999999999999 23.352
4.29999999999999 20.0098
4.30999999999999 18.5213
4.31999999999999 20.5357
4.32999999999999 19.5678
4.33999999999999 16.6619
4.34999999999999 20.6475
4.35999999999999 8.379
4.36999999999999 5.4983
4.37999999999999 -1.3529
4.38999999999999 -1.4384
4.39999999999999 -6.7388
4.40999999999999 -7.935
4.41999999999999 -16.1557
4.42999999999999 -17.7419
4.43999999999999 -12.3434
4.44999999999999 -9.1812
4.45999999999999 -9.5595
4.46999999999999 -6.2921
4.47999999999999 -3.6939
4.48999999999999 -1.6662
4.49999999999999 -5.178
