    4.200  109.223
    4.210   97.940
    4.220   99.417
    4.230   93.558
    4.240   91.154
    4.250   87.505
    4.260   87.389
    4.270   78.670
    4.280   78.181
    4.290   78.135
    4.300   75.189
    4.310   73.838
    4.320   74.137
    4.330   69.971
    4.340   70.292
    4.350   68.084
    4.360   60.572
    4.370   56.560
    4.380   50.891
    4.390   48.155
    4.400   43.528
    4.410   42.552
    4.420   37.748
    4.430   34.960
    4.440   39.300
    4.450   39.155
    4.460   37.871
    4.470   38.782
    4.480   38.706
    4.490   38.478
    4.500   33.531
    4.510   28.995
    4.520   21.505
    4.530   19.358
    4.540   20.081
    4.550   17.301
    4.560   14.408
    4.570   12.660
    4.580   12.624
    4.590   11.110
    4.600   12.269
    4.610    7.074
    4.620    3.731
    4.630    5.737
    4.640    4.240
    4.650    6.403
    4.660    6.115
    4.670    6.247
    4.680   -0.466
    4.690    1.490
    4.700    0.680
    4.710   -2.382
    4.720   -2.689
    4.730   -6.797
    4.740  -11.566
    4.750  -13.085
    4.760   -8.897
    4.770   -9.468
    4.780   -9.307
    4.790   -9.668
    4.800  -11.158
