    4.200   60.722
    4.210   51.895
    4.220   54.785
    4.230   54.906
    4.240   52.022
    4.250   47.951
    4.260   47.272
    4.270   39.283
    4.280   39.599
    4.290   42.153
    4.300   38.907
    4.310   37.445
    4.320   38.846
    4.330   36.849
    4.340   34.911
    4.350   36.783
    4.360   25.938
    4.370   22.607
    4.380   16.170
    4.390   15.143
    4.400   10.017
    4.410    8.908
    4.420    1.955
    4.430   -0.025
    4.440    4.991
    4.450    6.954
    4.460    6.373
    4.470    8.943
    4.480   10.640
    4.490   12.052
    4.500    7.918
    4.510    3.446
    4.520   -4.308
    4.530   -4.238
    4.540   -4.017
    4.550   -5.750
    4.560   -9.481
    4.570  -10.822
    4.580  -11.963
    4.590  -11.470
    4.600  -11.162
    4.610  -14.861
    4.620  -17.365
    4.630  -15.369
    4.640  -16.056
    4.650  -13.199
    4.660  -12.442
    4.670  -11.158
    4.680  -17.482
    4.690  -16.856
    4.700  -16.527
    4.710  -20.540
    4.720  -20.243
    4.730  -23.725
    4.740  -27.640
    4.750  -30.556
    4.760  -26.734
    4.770  -26.190
    4.780  -26.656
    4.790  -24.796
    4.800  -25.399
